id	title	description	link	image_link	additional_image_link	availability	price	sale_price	cost_of_goods_sold	brand	gtin	mpn	identifier_exists	product_type	product_weight	shipping_weight	google_product_category	custom_label_0	custom_label_1	custom_label_2	custom_label_3	custom_label_4	condition	adult	age_group	gender	color	material	pattern	size	item_group_id
A0081	Kutyamosó szett	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -et  A kedvenceink favoritja!Kényeztető fürdetésGyorscsatlakozóval ellátott	https://tutitermekek.hu/hobbisport_kutyasesmacskastermekek_kutyamoso_szett?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/KMS-001%20Kutyamos%C3%B3%20szett/product-image-517638621_1024x1024.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/KMS-001%20Kutyamos%C3%B3%20szett/5891_1.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/KMS-001%20Kutyamos%C3%B3%20szett/Pet-Bathing-Tool-Comfortable-Massager-Shower-Tool-Cleaning-Washing-Bath-Sprayers-Palm-Sized-Dog-Scrubber-Sprayer.jpg_640x640.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/KMS-001%20Kutyamos%C3%B3%20szett/d0cbcc2f3450841d60b07dea28cc04ee.jpg	in stock	3890 HUF			Skycandle	5055610830443		No	Otthon > Őszi készletkisöprés	402.00 g	402.00 g		Kutyás és macskás termékek	Készletkisöprés	Őszi készletkisöprés	Kiárusítás 	Tuti Toptermékek	New	No							
A0019	Többfunkciós zöldség- és gyümölcsszeletelő!	Nálunk biztonságos a vásárlás!Gyors és egyszerű használatMultifunkciós használati lehetőségekTökéletes vágáshoz, aprításhoz, szeleteléshez	https://tutitermekek.hu/otthon_konyhaitermekek_tobbfunkcios-zoldseg_es_gyumolcs_szeletelo?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/TZG-001%20Nicer%20dicer/genius-nicer-dicer-plus-slicer-grater-chopper-peeler-cutter-kitchen-budgetonline-1801-20-budgetonline%409.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/TZG-001%20Nicer%20dicer/0..jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/TZG-001%20Nicer%20dicer/A33812_1_1980x1980%402x.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/TZG-001%20Nicer%20dicer/Skycandle-Green-Nicer-Dicer-SDL811040635-1-5339a.jpg	in stock	5990 HUF			Skycandle	5055610829645		No	Otthon > Black Friday	728.00 g	728.00 g		Black Friday	Konyhai termékek	Tuti Toptermékek			New	No							
54926BL	Szivargyújtó helyére beépíthető USB-aljzat	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etKönnyen beszerelhetőFelejtsd el a kábelekkel vívott harcokatKiküszöbölheted vele a szimpla USB adapterek érintkezési hibáit	https://tutitermekek.hu/auto-autoelektronika-szivargyujto_helyere_beepitheto_usb_aljzat?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/GLO-54926BL%20USB%20aljzat/01_54926BL_web.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/GLO-54926BL%20USB%20aljzat/02_54926BL_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/GLO-54926BL%20USB%20aljzat/03_54926BL_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/GLO-54926BL%20USB%20aljzat/04_54926BL_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/GLO-54926BL%20USB%20aljzat/05_54926BL_web.jpg	in stock	3490 HUF			MNC	5999117101692		No	Autó > Autó elektronika	29.00 g	29.00 g		Autó elektronika					New	No							
A0015	4 db-os Adapteres autó polírozó szett	Nálunk biztonságos a vásárlás!Cserélhető fejekCsillogjon, ragyogjon a verda!Autó tulajok számára kötelező kellék	https://tutitermekek.hu/auto_autoapolas_4_dbos_adapteres_auto_polirozo_szett?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/AAP-001%20Pol%C3%ADroz%C3%B3%20szett%204%20db/Pol%C3%ADrozd%20%C3%BAjj%C3%A1%20j%C3%A1rm%C5%B1vedet.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/AAP-001%20Pol%C3%ADroz%C3%B3%20szett%204%20db/K%C3%B6nnyen%20f%C3%A9nnyesre%20pol%C3%ADrozhatod%20j%C3%A1rm%C5%B1ved.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/AAP-001%20Pol%C3%ADroz%C3%B3%20szett%204%20db/4%20db-os%20pol%C3%ADroz%C3%B3%20szett.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/AAP-001%20Pol%C3%ADroz%C3%B3%20szett%204%20db/K%C3%B6nnyen%20%C3%B6sszeszerelhet%C5%91.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/AAP-001%20Pol%C3%ADroz%C3%B3%20szett%204%20db/Adapteres%20pol%C3%ADroz%C3%B3%2002.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/AAP-001%20Pol%C3%ADroz%C3%B3%20szett%204%20db/Pol%C3%ADroz%C3%B3%20szett%204%20fejet%20tartalmaz.jpg	in stock	5190 HUF	3490 HUF		Skycandle	5055610829805		No	Otthon > Márciusi ajánlatok	105.00 g	105.00 g		Autóápolás	Készletkisöprés	Kiárusítás 	Márciusi ajánlatok		New	No							
A0066	Defekt javító szett	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etGyors megoldás a bajban!Egyszerű, gyors használatMéretének köszönhetővel bárhova viheted magaddal	https://tutitermekek.hu/auto_autoapolas_defekt_javito_szett?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/KQ0469%20Defekt%20jav%C3%ADt%C3%B3%20szett/Car-Tire-Repair-Tools-Tubeless-Tyre-Puncture-Repair-Plug-Kit-Needle-Patch-Fix-Tools-Cement-Useful_0.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/KQ0469%20Defekt%20jav%C3%ADt%C3%B3%20szett/Car-Tire-Repair-Tools-Tubeless-Tyre-Puncture-Repair-Plug-Kit-Needle-Patch-Fix-Tools-Cement-Useful_3.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/KQ0469%20Defekt%20jav%C3%ADt%C3%B3%20szett/Car-Tire-Repair-Tools-Tubeless-Tyre-Puncture-Repair-Plug-Kit-Needle-Patch-Fix-Tools-Cement-Useful_1.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/KQ0469%20Defekt%20jav%C3%ADt%C3%B3%20szett/Car-Tire-Repair-Tools-Tubeless-Tyre-Puncture-Repair-Plug-Kit-Needle-Patch-Fix-Tools-Cement-Useful_2.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/KQ0469%20Defekt%20jav%C3%ADt%C3%B3%20szett/Car-Tire-Repair-Tools-Tubeless-Tyre-Puncture-Repair-Plug-Kit-Needle-Patch-Fix-Tools-Cement-Useful_4.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/KQ0469%20Defekt%20jav%C3%ADt%C3%B3%20szett/Car-Tire-Repair-Tools-Tubeless-Tyre-Puncture-Repair-Plug-Kit-Needle-Patch-Fix-Tools-Cement-Useful_5.jpg	in stock	4490 HUF	2990 HUF		Skycandle	5055610830290		No	Otthon > Őszi készletkisöprés	123.00 g	123.00 g		Autóápolás	Készletkisöprés	Őszi készletkisöprés	Kiárusítás 		New	No							
A0068	Csepegésmentes festőhenger festékadagoló tartállyal	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etFém hosszabbító nyélÚjratölthető tartályEgyenletes adagolásFess úgy, mint a profik!	https://tutitermekek.hu/otthon_kertifelszerelesek_csepegesmentes_festohenger_festekadagolo_tartallyal?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/CSFF-001%20Fest%C5%91henger/DFSDF.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/CSFF-001%20Fest%C5%91henger/PRobi_paintrollernagyszett_altpic_2%20%281%29.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/CSFF-001%20Fest%C5%91henger/DFSDF.jpg	in stock	7190 HUF	5990 HUF		Skycandle	5055610830313		No	Otthon > Márciusi ajánlatok	690.00 g	690.00 g		Kerti felszerelések	Márciusi ajánlatok	Egyéb otthoni termékek			New	No							
A0089	Elektromos Festékszóró	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etEgyenletes, gyors festésPrecíz és könnyű használatNincs szükség ecsetekre, tálcákra	https://tutitermekek.hu/barkacs_kezi_szerszamok_elektromos-festekszoro?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/EFS-001%20Elektromos%20fest%C3%A9ksz%C3%B3r%C3%B3/paint-zoom-facebook-asu_1_1%20%281%29.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/EFS-001%20Elektromos%20fest%C3%A9ksz%C3%B3r%C3%B3/Untitled-1.gif,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0089/06_A0089_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0089/12_A0089_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0089/11_A0089_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0089/05_A0089_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/EFS-001%20Elektromos%20fest%C3%A9ksz%C3%B3r%C3%B3/pz1%20%281%29.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/EFS-001%20Elektromos%20fest%C3%A9ksz%C3%B3r%C3%B3/res_f39d6e4a8459a3becf20a39a1f7181dc_full%20%281%29.jpg	in stock	14990 HUF	9990 HUF		OEM			No	Otthon > Márciusi ajánlatok	1871.00 g	1871.00 g		Őszi készletkisöprés	Black Friday	Márciusi ajánlatok	Kézi Szerszámok	Kerti felszerelések	New	No							
A0023	Instant cipzár 6 db	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etInstant megoldás!Több darabos szettUtazóknak alap kiegészítő	https://tutitermekek.hu/otthon_egyebotthonitermekek_instant_cipzar_6_db?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0023-Cipz%C3%A1r/3901-sos-instant-cipzar-6-db-egy-csomagban_4978.free-shipping-font-b-fix-b-font-a-font-b-zipper-b-font-universal-font-b%20%281%29.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0023-Cipz%C3%A1r/3901-sos-instant-cipzar-6-db-egy-csomagban_4978.free-shipping-font-b-fix-b-font-a-font-b-zipper-b-font-universal-font-b%20%281%29.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0023-Cipz%C3%A1r/3901-sos-instant-cipzar-6-db-egy-csomagban_4978.4978_sos-instant-cipzar-6-db-egy-csomagban_15912%20%281%29.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/A0023/452571-dmymml.png	in stock	3490 HUF	2490 HUF		Skycandle	5055610829867		No	Otthon > Black Friday	9.00 g	9.00 g		Túra és utazás	Őszi készletkisöprés	Black Friday	Egyéb otthoni termékek		New	No							
A0027	Nagy teljesítményű szőnyegtisztító porszívófej	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etMaximális teljesítményProfi takarításHáziasszonyok számára kötelező kellék!	https://tutitermekek.hu/otthon_egyebotthonitermekek_nagy_teljesitmenyu_szonyegtisztito_porszivofej?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0027%20Turb%C3%B3%20porsz%C3%ADv%C3%B3/Untitled-1.gif	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0027%20Turb%C3%B3%20porsz%C3%ADv%C3%B3/5_2018-32mm-Vacuum-Cleaner-Accessories-Turbo-Brush-Vibration-Brush-Remove-Mites-Deep-Clean-Turbo-Head-Convenient.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0027%20Turb%C3%B3%20porsz%C3%ADv%C3%B3/3_2018-32mm-Vacuum-Cleaner-Accessories-Turbo-Brush-Vibration-Brush-Remove-Mites-Deep-Clean-Turbo-Head-Convenient.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0027%20Turb%C3%B3%20porsz%C3%ADv%C3%B3/1_2018-32mm-Vacuum-Cleaner-Accessories-Turbo-Brush-Vibration-Brush-Remove-Mites-Deep-Clean-Turbo-Head-Convenient.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0027%20Turb%C3%B3%20porsz%C3%ADv%C3%B3/vho-270-3.jpg	in stock	6390 HUF	4490 HUF		Skycandle	5055610829904		No	Otthon > Készletkisöprés	230.00 g	230.00 g		Hálószobai kiegészítők	Készletkisöprés	Kiárusítás 	Egyéb otthoni termékek		New	No							
A0045	Állítható blankoló fogó	Nálunk biztonságos a vásárlás!Masszív kialakításTökéletes blankoláshozEzermesterek számára kötelező kellék	https://tutitermekek.hu/barkacs_szerszamszerszamok-allithato-blankolo-fogo?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0045%20%C3%81ll%C3%ADthat%C3%B3%20blankol%C3%B3/71MEn7niW3L._SL1200_.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0045%20%C3%81ll%C3%ADthat%C3%B3%20blankol%C3%B3/51MdeODN1xL.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0045%20%C3%81ll%C3%ADthat%C3%B3%20blankol%C3%B3/61fig8zsBzL._SL1000_.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0045%20%C3%81ll%C3%ADthat%C3%B3%20blankol%C3%B3/71MEn7niW3L._SL1200_.jpg	in stock	4190 HUF			Skycandle	5055610830085		No	Otthon > Őszi készletkisöprés				Kézi Szerszámok	Készletkisöprés	Őszi készletkisöprés	Kiárusítás 		New	No							
A0032	4 db-os törött csavar eltávolító szett	Nálunk biztonságos a vásárlás!Masszív kialakításEzermesterek számára kötelező kellékGyorsan eltávolítható bármilyen sérült csavar	https://tutitermekek.hu/barkacs_szerszamszerszamok-4-db-os-torott-csavar-eltavolito-szett?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0032/etztztztz%2094e424e3572baf72ad9e80f401b65ffe%20ezt.png	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0032/41VWap5O4LL.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0032/best-screw-extractor-s-set-bunnings-home-depot.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0032/Untitled-1.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0032/etztztztz%2094e424e3572baf72ad9e80f401b65ffe%20ezt.png	in stock	1790 HUF			Skycandle	5055610829959		No	Otthon > Őszi készletkisöprés				Készletkisöprés	Őszi készletkisöprés	Kiárusítás 	Kézi Szerszámok		New	No							
A0058	Kisállatfésű és szőrcsomótlanító gép	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -et  Fésű is egybenBiztonságos használatA legmakacsabb csomókat is eltávolítja	https://tutitermekek.hu/hobbi-sportkutya_macska_termek_felszereles_kiegeszito-kisallatfesu-es-szorcsomotlanito-gep?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0058%20Sz%C5%91rcsom%C3%B3tlan%C3%ADt%C3%B3/8933ca377c69e92aba5ff5f495226f78.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0058%20Sz%C5%91rcsom%C3%B3tlan%C3%ADt%C3%B3/30b5eb7d158e8fe4f36e291881df9240.png,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0058%20Sz%C5%91rcsom%C3%B3tlan%C3%ADt%C3%B3/8933ca377c69e92aba5ff5f495226f78.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0058%20Sz%C5%91rcsom%C3%B3tlan%C3%ADt%C3%B3/b0378aa617e29cfa93be41068263d42d.png,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0058%20Sz%C5%91rcsom%C3%B3tlan%C3%ADt%C3%B3/be64935cd965c2310a13bd6a137dbfd6.png,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0058%20Sz%C5%91rcsom%C3%B3tlan%C3%ADt%C3%B3/cdd1b98d8808c0f20901747593e46171.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0058%20Sz%C5%91rcsom%C3%B3tlan%C3%ADt%C3%B3/ebc400cc7ba00fdbb48745250e4420d3.jpg	in stock	2790 HUF			Skycandle	5055610830214		No	Otthon > Őszi készletkisöprés	115.00 g	115.00 g		Kutyás és macskás termékek	Készletkisöprés	Őszi készletkisöprés	Kiárusítás 		New	No							
A0065	Forgatható csapbetét	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etKörnyezetbarátCsökkentsd a vízszámládHáromféle üzemmód	https://tutitermekek.hu/otthon-barkacs-138konyhai_termekek-forgathato-csapbetet?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0065/02_A0065_web.png	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0065/01_A0065_web.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0065/03_A0065_web.png,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0065/04_A0065_web.png,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0065/05_A0065_web.png	in stock	3490 HUF	1590 HUF		Skycandle	5055610836698		No	Otthon > Black Friday				Fürdőszobai kiegészítők	Konyhai termékek	Őszi készletkisöprés	Black Friday		New	No							
A0038	Bútorszállítást segítő heveder szett (2 db)	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etBiztonságos emelés66%-kal könnyebbnek érzed a súlyokatKerüld el a padló karcolódását	https://tutitermekek.hu/otthon-barkacs-138egyeb_otthoni_termekek-butorszallitast-segito-heveder-szett-2-db?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0038%20b%C3%BAtorsz%C3%A1ll%C3%ADt%C3%B3%20heveder/0_Forearm-Forklift-Easy-Transport-Belt-Furniture-Lifting-and-Moving-Straps-Multi-Heavy-Furniture-Moving-Tools-Carry.png	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0038%20b%C3%BAtorsz%C3%A1ll%C3%ADt%C3%B3%20heveder/0_Forearm-Forklift-Easy-Transport-Belt-Furniture-Lifting-and-Moving-Straps-Multi-Heavy-Furniture-Moving-Tools-Carry.png,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0038%20b%C3%BAtorsz%C3%A1ll%C3%ADt%C3%B3%20heveder/4_Forearm-Forklift-Easy-Transport-Belt-Furniture-Lifting-and-Moving-Straps-Multi-Heavy-Furniture-Moving-Tools-Carry.png	in stock	1890 HUF			Skycandle	5055610830016		No	Otthon > Készletkisöprés				Készletkisöprés	Egyéb otthoni termékek				New	No							
A0047	Menetfúró szett	Nálunk biztonságos a vásárlás!Tökéletes magfuratok6 különböző méretű fejStrapabíró acél	https://tutitermekek.hu/barkacs_szerszamszerszamok-menetfuro-szett?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0047%20menetf%C3%BAr%C3%B3/0_ZENHOSIT-6PCS-Set-HSS-High-Speed-Steel-Drill-Bits-Tools-Hole-Cutter-for-Woodworking-Metal-Drilling.jpg	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0047%20menetf%C3%BAr%C3%B3/0_ZENHOSIT-6PCS-Set-HSS-High-Speed-Steel-Drill-Bits-Tools-Hole-Cutter-for-Woodworking-Metal-Drilling.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0047%20menetf%C3%BAr%C3%B3/1_ZENHOSIT-6PCS-Set-HSS-High-Speed-Steel-Drill-Bits-Tools-Hole-Cutter-for-Woodworking-Metal-Drilling.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0047%20menetf%C3%BAr%C3%B3/2_ZENHOSIT-6PCS-Set-HSS-High-Speed-Steel-Drill-Bits-Tools-Hole-Cutter-for-Woodworking-Metal-Drilling.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0047%20menetf%C3%BAr%C3%B3/3_ZENHOSIT-6PCS-Set-HSS-High-Speed-Steel-Drill-Bits-Tools-Hole-Cutter-for-Woodworking-Metal-Drilling.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0047%20menetf%C3%BAr%C3%B3/4_ZENHOSIT-6PCS-Set-HSS-High-Speed-Steel-Drill-Bits-Tools-Hole-Cutter-for-Woodworking-Metal-Drilling.jpg,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0047%20menetf%C3%BAr%C3%B3/5_ZENHOSIT-6PCS-Set-HSS-High-Speed-Steel-Drill-Bits-Tools-Hole-Cutter-for-Woodworking-Metal-Drilling.jpg	in stock	4590 HUF			Skycandle	5055610830108		No	Otthon > Őszi készletkisöprés				Kiárusítás 	Kézi Szerszámok	Készletkisöprés	Őszi készletkisöprés		New	No							
A0021	Praktikus cipőtároló	Nálunk biztonságos a vásárlás!Rendelésért hívja a +36 30 258 22 31 -etHelytakarékos megoldásPárban tárolhatod cipőidCsúszásgátlóval ellátva	https://tutitermekek.hu/otthon-barkacs-138tarolok-praktikus-cipotarolo?utm_source=google_shopping&utm_medium=cpp&utm_campaign=direct_link	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0021%20cip%C5%91t%C3%A1rol%C3%B3/5_6Pcs-2pcs-Double-Shoe-Rack-Adjustable-Slipper-Organizer-Range-Shoe-Holder-Storage-Stand-Space-Saver-Plastic.png	https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0021%20cip%C5%91t%C3%A1rol%C3%B3/0_6Pcs-2pcs-Double-Shoe-Rack-Adjustable-Slipper-Organizer-Range-Shoe-Holder-Storage-Stand-Space-Saver-Plastic.png,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0021%20cip%C5%91t%C3%A1rol%C3%B3/1_6Pcs-2pcs-Double-Shoe-Rack-Adjustable-Slipper-Organizer-Range-Shoe-Holder-Storage-Stand-Space-Saver-Plastic.png,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0021%20cip%C5%91t%C3%A1rol%C3%B3/2_6Pcs-2pcs-Double-Shoe-Rack-Adjustable-Slipper-Organizer-Range-Shoe-Holder-Storage-Stand-Space-Saver-Plastic.png,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0021%20cip%C5%91t%C3%A1rol%C3%B3/3_6Pcs-2pcs-Double-Shoe-Rack-Adjustable-Slipper-Organizer-Range-Shoe-Holder-Storage-Stand-Space-Saver-Plastic.png,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0021%20cip%C5%91t%C3%A1rol%C3%B3/4_6Pcs-2pcs-Double-Shoe-Rack-Adjustable-Slipper-Organizer-Range-Shoe-Holder-Storage-Stand-Space-Saver-Plastic.png,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0021%20cip%C5%91t%C3%A1rol%C3%B3/5_6Pcs-2pcs-Double-Shoe-Rack-Adjustable-Slipper-Organizer-Range-Shoe-Holder-Storage-Stand-Space-Saver-Plastic.png,https://www.tutitermekek.hu/custom/tesztbolt123456789/image/cache/w900h500m00/product/A0021%20cip%C5%91t%C3%A1rol%C3%B3/07_A0021_web.jpg	in stock	990 HUF			OEM		5902802905154	No	Otthon > Black Friday	69.00 g	69.00 g		Tárolók	Black Friday				New	No							
